

#ID = 
#TYPE = Probe type, e.g. cDNA_clone for probes derived from a cDNA clone
#ReporterID = Brief probe ID/name, e.g. ID for the cDNA clone used to produce probe
#GeneName = Gene description annotation for probe
#GeneSymbol = Gene symbol annotation for probe
#UniGeneCluster = UniGene cluster ID annotation for probe
#UniGeneBuild = The UniGene build from which probe annotations were collected
#GB_LIST = GeneBank accession and/or RefSeq number annotation for probe
#EntrezGene = Entrez ID annotation for probe
#vector = cDNA clone vector name
#InsertLength = Length of vector insert
#ARRAY_BLOCK = Array block number, i.e. a number from 1 to 48
#BLOCK_COLUMN = Column within array block
#BLOCK_ROW = Row within array block
#SPOT_ID = spot identifier
#CLONE_ID = IMAGE clone identifier
ID	TYPE	ReporterID	GeneName	GeneSymbol	UniGeneCluster	UniGeneBuild	GB_LIST	EntrezGene	vector	InsertLength	ARRAY_BLOCK	BLOCK_COLUMN	BLOCK_ROW	SPOT_ID	CLONE_ID
13923	cDNA_clone	IMAGE:196530	CDC-like kinase 3	CLK3	Hs.511790	188	R91657,  NM_003992	1198	pT3T7-Pac	728	25	3	5		
13924	cDNA_clone	IMAGE:243030	Mitogen-activated protein kinase kinase 4	MAP2K4	Hs.514681	188	H95670,  NM_003010	6416	pT3T7-Pac	1038	25	4	5		
13925	cDNA_clone	IMAGE:213213	Ubiquitin protein ligase E3 component n-recognin 2	UBR2	Hs.529925	188	H69812,  NM_015255	23304	pT3T7-Pac	1310	25	5	5		
13926	cDNA_clone	IMAGE:257399	N/A	N/A	N/A	188	N39922	N/A	pT3T7-Pac	1355	25	6	5		
13927	cDNA_clone	IMAGE:258015	F-box protein 25	FBXO25	Hs.438454	188	NM_183421	26260	pT3T7-Pac	1107	25	7	5		
13928	cDNA_clone	IMAGE:258358	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 7 (Mov34 homolog)|Solute carrier family 16 (monocarboxylic acid transporters), member 10	PSMD7|SLC16A10	MULTIPLE: Hs.440604|Hs.520321	188	N40659	5713|117247	pT3T7-Pac	677	25	8	5		
13929	cDNA_clone	IMAGE:177045	Hypothetical protein FLJ30046	FLJ30046	Hs.349955	188	H40829,  NM_144595	122060	pT3T7-Pac	1000	25	9	5		
13930	cDNA_clone	IMAGE:969568	Adenylate cyclase activating polypeptide 1 (pituitary)	ADCYAP1	Hs.531719	188	AA772803,  NM_001117	116	pBluescriptSK-	2000	25	10	5		
13931	cDNA_clone	IMAGE:453641	FXYD domain containing ion transport regulator 2	FXYD2	Hs.413137	188	AA775899,  NM_021603	486	pT3T7-Pac	728	25	11	5		
13932	cDNA_clone	IMAGE:684626	MADS box transcription enhancer factor 2, polypeptide A (myocyte enhancer factor 2A)	MEF2A	Hs.268675	188	AA251456,  NM_005587	4205	pT3T7-Pac	2000	25	12	5		
13933	cDNA_clone	IMAGE:42070	5'-nucleotidase, ecto (CD73)	NT5E	Hs.153952	188	R60402,  NM_002526	4907	LafmBA	2000	25	13	5		
13934	cDNA_clone	IMAGE:213607	Aldolase B, fructose-bisphosphate	ALDOB	Hs.530274	188	H72098,  NM_000035	229	pT3T7-Pac	1906	25	14	5		
13935	cDNA_clone	IMAGE:506369	Nidogen 1	NID	Hs.356624	188	AA709414,  NM_002508	4811	pT3T7-Pac	924	25	15	5		
13936	cDNA_clone	IMAGE:712460	Natural killer-tumor recognition sequence	NKTR	Hs.529509	188	AA281731,  NM_001012651	4820	pT3T7-Pac	1732	25	16	5		
13937	cDNA_clone	IMAGE:129988	Cholesteryl ester transfer protein, plasma	CETP	Hs.89538	188	R11551,  NM_000078	1071	pT3T7-Pac	1000	25	17	5		
13938	cDNA_clone	IMAGE:149737	Transcribed locus, strongly similar to XP_510404.1 PREDICTED: cytochrome P450, family 19 [Pan troglodytes]	N/A	Hs.555253	188	H00592,  CR738973	N/A	pT3T7-Pac	915	25	18	5		
13939	cDNA_clone	IMAGE:244387	Coagulation factor XI (plasma thromboplastin antecedent)	F11	Hs.1430	188	N72334,  NM_000128	2160	NO DATA FOR THIS CLONE IN UNIGENE BUILD 106.		25	19	5		
13940	cDNA_clone	IMAGE:727251	CD9 antigen (p24)	CD9	Hs.114286	188	AA412053,  NM_001769	928	pT3T7-Pac	965	25	20	5		
13941	cDNA_clone	IMAGE:179890	Arachidonate 5-lipoxygenase	ALOX5	Hs.89499	188	H50910,  NM_000698	240	pT3T7-Pac	1629	25	21	5		
13942	cDNA_clone	IMAGE:823562	Cysteine dioxygenase, type I	CDO1	Hs.442378	188	AA497033,  NM_001801	1036	pT3T7-Pac	1383	25	22	5		
13943	cDNA_clone	IMAGE:283023	Chemokine (C-X3-C motif) receptor 1	CX3CR1	Hs.78913	188	N51278,  NM_001337	1524	pT3T7-Pac	961	25	23	5		
13944	cDNA_clone	IMAGE:148021	Ectonucleoside triphosphate diphosphohydrolase 1	ENTPD1	Hs.374230	188	H13577,  NM_001776	953	pT3T7-Pac	899	25	24	5		
13945	cDNA_clone	IMAGE:112304	Erythrocyte membrane protein band 4.2	EPB42	Hs.368642	188	NM_000119	2038	pT3T7-Pac		25	1	6		
13946	cDNA_clone	IMAGE:214577	Processing of precursor 7, ribonuclease P subunit (S. cerevisiae)	POP7	Hs.416994	188	H71217,  NM_005837	10248	pT3T7-Pac	823	25	2	6		
13947	cDNA_clone	IMAGE:123222	N/A	N/A	N/A	188		N/A	pT3T7-Pac	1077	25	3	6		IMAGE:123222
13948	cDNA_clone	IMAGE:242087	CDNA FLJ32162 fis, clone PLACE6000325	N/A	Hs.41877	188	H93344,  AK056724	N/A	pT3T7-Pac	1117	25	4	6		
13949	cDNA_clone	IMAGE:244100	F-box and leucine-rich repeat protein 17	FBXL17	Hs.112143	188	N34057,  NM_022824	64839	pT3T7-Pac	1343	25	5	6		
13950	cDNA_clone	IMAGE:131886	N/A	N/A	N/A	188		N/A	pT3T7-Pac	837	25	6	6		IMAGE:131886
13951	cDNA_clone	IMAGE:124909	RAB37, member RAS oncogene family	RAB37	Hs.351413	188	R06033,  NM_001006638	326624	pT3T7-Pac	878	25	7	6		
13952	cDNA_clone	IMAGE:244243	NudE nuclear distribution gene E homolog like 1 (A. nidulans)	NDEL1	Hs.372123	188	N51048,  NM_001025579	81565	pT3T7-Pac	1310	25	8	6		
13953	cDNA_clone	IMAGE:139883	KIAA1754	KIAA1754	Hs.523252	188	NM_033397	85450	pT3T7-Pac	747	25	9	6		
13954	cDNA_clone	IMAGE:20115	Solute carrier family 9 (sodium/hydrogen exchanger), member 6	SLC9A6	Hs.62185	188	R25001,  NM_006359	10479	LafmBA	2000	25	10	6		
13955	cDNA_clone	IMAGE:301380	Solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1	SLC35D1	Hs.213642	188	N80922,  NM_015139	23169	pT3T7-Pac	1248	25	11	6		
13956	cDNA_clone	IMAGE:295255	Sorting nexin 19	SNX19	Hs.444024	188	N75979,  NM_014758	399979	pT3T7-Pac	1697	25	12	6		
13957	cDNA_clone	IMAGE:769676	Glutathione transferase zeta 1 (maleylacetoacetate isomerase)	GSTZ1	Hs.26403	188	AA428859,  NM_001513	2954	pT3T7-Pac	888	25	13	6		
13958	cDNA_clone	IMAGE:594759	KTI12 homolog, chromatin associated (S. cerevisiae)	MGC20419	Hs.147779	188	AA172096,  NM_138417	112970	pBluescriptSK-	1000	25	14	6		
13959	cDNA_clone	IMAGE:609111	Calmodulin regulated spectrin-associated protein 1	CAMSAP1	Hs.522493	188	AA176911,  NM_015447	157922	pBluescriptSK-	1225	25	15	6		
13960	cDNA_clone	IMAGE:611412	Arginine/proline rich coiled-coil 1	FLJ10350	Hs.356096	188	AA180204,  NM_018067	55700	pBluescriptSK-	1176	25	16	6		
13961	cDNA_clone	IMAGE:668442	Discoidin domain receptor family, member 2	DDR2	Hs.275757	188	AA243828,  NM_001014796	4921	pT3T7-Pac	961	25	17	6		
13962	cDNA_clone	IMAGE:52232	Transcribed locus|CDNA FLJ26715 fis, clone PNC01822	N/A|N/A	MULTIPLE: Hs.101773|Hs.518974	188	H23381	N/A|N/A	LafmBA	1732	25	18	6		
13963	cDNA_clone	IMAGE:49941	Ubiquitin specific peptidase 40	USP40	Hs.96513	188	H29210,  NM_018218	55230	LafmBA	1328	25	19	6		
13964	cDNA_clone	IMAGE:52057	Hypothetical protein LOC157503	LOC157503	Hs.103535	188	H23043,  AK126867	157503	LafmBA	2000	25	20	6		
13965	cDNA_clone	IMAGE:25061	Ankyrin repeat domain 10|Transcribed locus	ANKRD10|N/A	MULTIPLE: Hs.525163|Hs.569300	188	R38944	55608|N/A	LafmBA	2000	25	21	6		
13966	cDNA_clone	IMAGE:462195	Diacylglycerol kinase, gamma 90kDa	DGKG	Hs.171499	188	AA705446,  NM_001346	1608	pT3T7-Pac	1500	25	22	6		
13967	cDNA_clone	IMAGE:462201	Regulatory factor X domain containing 2	FLJ12994	Hs.282855	188	AA705448,  NM_022841	64864	pT3T7-Pac	2000	25	23	6		
13968	cDNA_clone	IMAGE:462237	TPA-induced transmembrane protein	FLJ23186	Hs.434247	188	AA705470,  NM_024616	79669	pT3T7-Pac	1434	25	24	6		
13969	cDNA_clone	IMAGE:754550	PDZ domain containing RING finger 3	PDZRN3	Hs.434900	188	AA406290,  NM_015009	23024	pT3T7-Pac	1500	25	1	7		
13970	cDNA_clone	IMAGE:214624	Arginine-glutamic acid dipeptide (RE) repeats	RERE	Hs.463041	188	H71242,  NM_012102	473	pT3T7-Pac	1842	25	2	7		
13971	cDNA_clone	IMAGE:232912	Serine incorporator 5	C5orf12	Hs.439630	188	H72642,  NM_178276	256987	pT3T7-Pac	1500	25	3	7		
13972	cDNA_clone	IMAGE:214262	Enolase superfamily member 1	HSRTSBETA	Hs.180433	188	H77818,  NM_017512	55556	pT3T7-Pac	1328	25	4	7		
13973	cDNA_clone	IMAGE:195841	N/A	N/A	N/A	188	R92199	N/A	pT3T7-Pac	1383	25	5	7		
13974	cDNA_clone	IMAGE:34014	ADAM metallopeptidase with thrombospondin type 1 motif, 19	ADAMTS19	Hs.23751	188	R44564,  NM_133638	171019	LafmBA	1371	25	6	7		
13975	cDNA_clone	IMAGE:435957	Chromosome 3 open reading frame 6	C3orf6	Hs.478682	188	AA701978,  NM_178335	152137	pT3T7-Pac	1651	25	7	7		
13976	cDNA_clone	IMAGE:52708	RAB9B, member RAS oncogene family	RAB9B	Hs.522736	188	H29050,  NM_016370	51209	LafmBA	1732	25	8	7		
13977	cDNA_clone	IMAGE:85318	Mitochondrial ribosomal protein L30	MRPL30	Hs.346736	188	T71834,  NM_145212	51263	pBluescriptSK-	820	25	9	7		
13978	cDNA_clone	IMAGE:1540914	Transcribed locus	N/A	Hs.564504	188	AA909146,  BX096603	N/A	pT3T7-Pac	700	25	10	7		
13979	cDNA_clone	IMAGE:1554497	Transient receptor potential cation channel, subfamily M, member 4	TRPM4	Hs.467101	188	AA932133,  NM_017636	54795	pT3T7-Pac	575	25	11	7		
13980	cDNA_clone	IMAGE:1541256	Similar to hypothetical protein A430083B19	N/A	Hs.130704	188	AA927213,  AK126350	132203	pT3T7-Pac	1267	25	12	7		
13981	cDNA_clone	IMAGE:1541295	Synaptotagmin XIV	SYT14	Hs.497647	188	AA927246,  NM_153262	255928	pT3T7-Pac	772	25	13	7		
13982	cDNA_clone	IMAGE:1557696	Transcribed locus, weakly similar to NP_009083.1 zinc finger protein 195 [Homo sapiens]	N/A	Hs.130526	188	AA937785,  BM467056	N/A	pT3T7-Pac	899	25	14	7		
13983	cDNA_clone	IMAGE:1562228	Transcribed locus	N/A	Hs.371845	188	AA953497,  BX113692	N/A	pT3T7-Pac	931	25	15	7		
13984	cDNA_clone	IMAGE:1562332	Hypothetical gene supported by AK124383	N/A	Hs.127404	188	AA954534,  AK124383	400123	pT3T7-Pac	1000	25	16	7		
13985	cDNA_clone	IMAGE:1572678	Centrin, EF-hand protein, 3 (CDC31 homolog, yeast)	CETN3	Hs.128073	188	AI793283,  NM_004365	1070	pT3T7-Pac	1732	25	17	7		
13986	cDNA_clone	IMAGE:730793	Transcribed locus	N/A	Hs.545456	188	AI005573	N/A	pT3T7-Pac	1343	25	18	7		
13987	cDNA_clone	IMAGE:757377	Transcribed locus	N/A	Hs.207180	188	AL041118	N/A	pT3T7-Pac	1768	25	19	7		
13988	cDNA_clone	IMAGE:780997	Transcribed locus	N/A	Hs.539119	188	DB337375	N/A	pT3T7-Pac	603	25	20	7		
13989	cDNA_clone	IMAGE:132123	Ankyrin repeat domain 11	ANKRD11	Hs.335003	188	NM_013275	29123	pT3T7-Pac		25	21	7		
13990	cDNA_clone	IMAGE:1455249	Coatomer protein complex, subunit epsilon	COPE	Hs.10326	188	AI791350,  NM_007263	11316	pT3T7-Pac		25	22	7		
13991	cDNA_clone	IMAGE:1461324	N/A	N/A	N/A	188		N/A	pT3T7-Pac		25	23	7		IMAGE:1461324
13992	cDNA_clone	IMAGE:112238	Pleckstrin homology domain containing, family G (with RhoGef domain) member 1	PLEKHG1	Hs.189781	188	T93958,  NM_001029884	57480	pT3T7-Pac		25	24	7		
13993	cDNA_clone	IMAGE:812299	CDNA clone IMAGE:5302913	N/A	Hs.53565	188	AA455099,  BC039426	N/A	pT3T7-Pac	1434	25	1	8		
13994	cDNA_clone	IMAGE:1457251	Dermatan 4 sulfotransferase 1	D4ST1	Hs.442449	188	AA922082,  NM_130468	113189	pT3T7-Pac	1159	25	2	8		
13995	cDNA_clone	IMAGE:1461601	Coiled-coil domain containing 35	N/A	Hs.135119	188	AA883796,  AK074178	387750	pT3T7-Pac	1084	25	3	8		
13996	cDNA_clone	IMAGE:1461608	Transcribed locus	N/A	Hs.575234	188	AA883790,  BX094913	N/A	pT3T7-Pac	788	25	4	8		
13997	cDNA_clone	IMAGE:1461619	Chromosome 1 open reading frame 102	NOR1	Hs.202207	188	AA883805,  NM_145047	127700	pT3T7-Pac	728	25	5	8		
13998	cDNA_clone	IMAGE:1455480	Secretoglobin, family 1C, member 1	SCGB1C1	Hs.127059	188	AI732981,  NM_145651	147199	pT3T7-Pac	752	25	6	8		
13999	cDNA_clone	IMAGE:1455524	Hypothetical gene supported by AK128192	N/A	Hs.559008	188	AA863050,  AK128192	440835	pT3T7-Pac	1697	25	7	8		
14000	cDNA_clone	IMAGE:1461146	Similar to CDC42-binding protein kinase alpha isoform A; ser-thr protein kinase related to the myotonic dystrophy protein kinase; ser-thr protein kinase PK428; myotonic dystrophy kinase-related CDC42-binding protein kinase alpha; CDC42 binidng prot...	N/A	Hs.510697	188	AA868023,  AB209428	441708	pT3T7-Pac	1084	25	8	8		
14001	cDNA_clone	IMAGE:1466883	Hypothetical BC042079 locus	SORCS3	Hs.348526	188	AA884317,  NM_014978	22986; 474358	pT3T7-Pac	752	25	9	8		
14002	cDNA_clone	IMAGE:796468	Carcinoembryonic antigen-related cell adhesion molecule 19	CEAL1	Hs.416925	188	AA460340,  NM_020219	56971	pT3T7-Pac	2000	25	10	8		
14003	cDNA_clone	IMAGE:796480	Hypothetical protein LOC284033	LOC284033	Hs.30875	188	AA460421,  AK095052	284033	pT3T7-Pac	1046	25	11	8		
14004	cDNA_clone	IMAGE:796496	Chromosome 10 open reading frame 46	C10orf46	Hs.420024	188	AA460224,  NM_153810	143384	pT3T7-Pac	700	25	12	8		
14005	cDNA_clone	IMAGE:435082	Zinc finger, FYVE domain containing 27	ZFYVE27	Hs.523194	188	AA701458,  NM_001002261	118813	pT3T7-Pac	1000	25	13	8		
14006	cDNA_clone	IMAGE:839941	F-box protein, helicase, 18	FBXO18	Hs.498543	188	AA489961,  NM_032807	84893	pBluescriptSK-	1117	25	14	8		
14007	cDNA_clone	IMAGE:23869	Fas apoptotic inhibitory molecule 2	FAIM2	Hs.567424	188	T77115,  NM_012306	23017	LafmBA	1393	25	15	8		
14008	cDNA_clone	IMAGE:855391	Serine/threonine kinase 25 (STE20 homolog, yeast)	STK25	Hs.516807	188	AA664007,  NM_006374	10494; 9855	pBluescriptSK-	592	25	16	8		
14009	cDNA_clone	IMAGE:884511	Cytochrome c oxidase subunit VIIb	COX7B	Hs.522699	188	AA629999,  NM_001866	1349	pBluescriptSK-	853	25	17	8		
14010	cDNA_clone	IMAGE:191866	Acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	ANP32A	Hs.458747	188	H40350,  NM_006305	8125; 440272; 80035	pT3T7-Pac	1343	25	18	8		
14011	cDNA_clone	IMAGE:207538	Nipped-B homolog (Drosophila)	NIPBL	Hs.481927	188	H60163,  NM_133433	25836	NO DATA FOR THIS CLONE IN UNIGENE BUILD 106.		25	19	8		
14012	cDNA_clone	IMAGE:283268	Calcitonin receptor-like	CALCRL	Hs.470882	188	N45301,  NM_005795	10203	pT3T7-Pac	1197	25	20	8		
14013	cDNA_clone	IMAGE:342376	Similar to FLJ40113 protein	N/A	Hs.46517	188	W65459,  BG682587	402253	pT3T7-Pac	1046	25	21	8		
14014	cDNA_clone	IMAGE:754494	Mesoderm induction early response 1 homolog (Xenopus laevis)	MI-ER1	Hs.21757	188	AA410574,  NM_020948	57708	pT3T7-Pac	867	25	22	8		
14015	cDNA_clone	IMAGE:754525	Similar to AVLV472	MGC23985	Hs.173059	188	AA436233,  NM_206966	389336	pT3T7-Pac	837	25	23	8		
14016	cDNA_clone	IMAGE:754539	Transcribed locus	N/A	Hs.568517	188	AA421980,  CD643546	N/A	pT3T7-Pac	725	25	24	8		
14017	cDNA_clone	IMAGE:784128	Bone morphogenetic protein receptor, type IA	BMPR1A	Hs.524477	188	AA446759,  NM_004329	657	pT3T7-Pac	1919	25	1	9		
14018	cDNA_clone	IMAGE:950600	Chromosome 1 open reading frame 121	PNAS-4	Hs.498317	188	AA608534,  NM_016076	51029	pBluescriptSK-	1000	25	2	9		
14019	cDNA_clone	IMAGE:877634	ADP-ribosylation-like factor 6 interacting protein 6	ARL6IP6	Hs.516468	188	AA488176,  NM_152522	151188	pT3T7-Pac	2000	25	3	9		
14020	cDNA_clone	IMAGE:41354	Cut-like 2 (Drosophila)	CUTL2	Hs.124953	188	NM_015267	23316	LafmBA	2000	25	4	9		
14021	cDNA_clone	IMAGE:81662	Hypothetical protein LOC340061	LOC340061	Hs.379754	188	T65948,  NM_198282	340061	pBluescriptSK-	961	25	5	9		
14022	cDNA_clone	IMAGE:1601970	Cisplatin resistance-associated overexpressed protein	CROP	Hs.130293	188	AI733436,  NM_016424	51747	pT3T7-Pac	965	25	6	9		
14023	cDNA_clone	IMAGE:1585200	KIAA1961 gene	KIAA1961	Hs.483329	188	AA973956,  NM_133372	96459; 51735	pT7T3D	1446	25	7	9		
14024	cDNA_clone	IMAGE:1602099	Ring finger protein 10	RNF10	Hs.442798	188	AA988599,  NM_014868	9921	pT3T7-Pac	931	25	8	9		
14025	cDNA_clone	IMAGE:1585327	Axin 2 (conductin, axil)	AXIN2	Hs.156527	188	AA976642,  NM_004655	8313	pT3T7-Pac	752	25	9	9		
14026	cDNA_clone	IMAGE:1606603	Solute carrier family 28 (sodium-coupled nucleoside transporter), member 1	SLC28A1	Hs.459187	188	AA995316,  NM_004213	9154	pT3T7-Pac	937	25	10	9		
14027	cDNA_clone	IMAGE:1606865	Sterile alpha motif domain containing 9-like	C7orf6	Hs.489118	188	AA996042,  NM_152703	219285	pT3T7-Pac	1440	25	11	9		
14028	cDNA_clone	IMAGE:1593311	ATP-binding cassette, sub-family E (OABP), member 1	ABCE1	Hs.12013	188	AI002355,  NM_002940	6059	pBluescriptSK-	1768	25	12	9		
14029	cDNA_clone	IMAGE:1607473	Hypothetical gene supported by AK092138	N/A	Hs.157101	188	AI014470,  BC045821	400690	pT3T7-Pac	644	25	13	9		
14030	cDNA_clone	IMAGE:379328	Keratinocyte differentiation-associated protein	UNQ467	Hs.112457	188	AA778414,  NM_207392	388533; 148131	pT3T7-Pac	592	25	14	9		
14031	cDNA_clone	IMAGE:379346	Nudix (nucleoside diphosphate linked moiety X)-type motif 19	N/A	Hs.203961	188	AA778432,  BM469626	390916	pT3T7-Pac	700	25	15	9		
14032	cDNA_clone	IMAGE:379397	Palladin, cytoskeletal associated protein	KIAA0992	Hs.151220	188	AA705655,  NM_016081	23022	pT3T7-Pac	1038	25	16	9		
14033	cDNA_clone	IMAGE:379450	Hypothetical protein BC009518	LOC90799	Hs.515009	188	AA705919,  NM_138363	90799	pT3T7-Pac	1202	25	17	9		
14034	cDNA_clone	IMAGE:432732	GDP-mannose 4,6-dehydratase	GMDS	Hs.144496	188	AA701587,  NM_001500	2762	pT3T7-Pac	1732	25	18	9		
14035	cDNA_clone	IMAGE:811834	Peptidyl prolyl isomerase H (cyclophilin H)|TSPY-like 4	PPIH|TSPYL4	MULTIPLE: Hs.256639|Hs.284141	188	AA443043	10465|23270	pT3T7-Pac	800	25	19	9		
14036	cDNA_clone	IMAGE:250797	Potassium channel tetramerisation domain containing 9	KCTD9	Hs.72071	188	H96090,  NM_017634	54793	pT3T7-Pac	1084	25	20	9		
14037	cDNA_clone	IMAGE:811874	Junctophilin 1	JPH1	Hs.160574	188	AA454632,  NM_020647	56704	pT3T7-Pac	765	25	21	9		
14038	cDNA_clone	IMAGE:287745	TAR (HIV) RNA binding protein 1	TARBP1	Hs.498115	188	N62244,  NM_005646	6894	pT3T7-Pac	1500	25	22	9		
14039	cDNA_clone	IMAGE:812289	Protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)	PRKAR1A	Hs.280342	188	AA455094,  NM_212472	5573	pT3T7-Pac	1094	25	23	9		
14040	cDNA_clone	IMAGE:812293	Mdm4, transformed 3T3 cell double minute 1, p53 binding protein (mouse)	MDM1	Hs.171265	188	AA455096,  NM_017440	56890	pT3T7-Pac	1253	25	24	9		
14041	cDNA_clone	IMAGE:1435862	CD99 antigen	CD99	Hs.495605	188	AA937895,  NM_002414	4267	pT3T7-Pac	1046	25	1	10		
14042	cDNA_clone	IMAGE:246659	MCM6 minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae)	MCM6	Hs.444118	188	N57722,  NM_005915	4175	pT3T7-Pac	2000	25	2	10		
14043	cDNA_clone	IMAGE:246800	Hypothetical protein FLJ10803	FLJ10803	Hs.289007	188	N59078,  NM_018224	55744	pT3T7-Pac	1225	25	3	10		
14044	cDNA_clone	IMAGE:247469	Hypothetical protein H17	H17	Hs.317190	188	N58073,  NM_017547	55572	pT3T7-Pac	1574	25	4	10		
14045	cDNA_clone	IMAGE:247240	Family with sequence similarity 61, member A	C19orf13	Hs.407368	188	N54049,  NM_015578	26065	pT3T7-Pac	1651	25	5	10		
14046	cDNA_clone	IMAGE:248829	Lysyl oxidase	LOX	Hs.102267	188	H80737,  NM_002317	4015	pT3T7-Pac		25	6	10		
14047	cDNA_clone	IMAGE:280381	Tousled-like kinase 1	TLK1	Hs.470586	188	N47115,  NM_012290	9874	pT3T7-Pac	1176	25	7	10		
14048	cDNA_clone	IMAGE:280161	N/A	N/A	N/A	188	N47014	N/A	pT3T7-Pac	1906	25	8	10		
14049	cDNA_clone	IMAGE:397360	Zinc finger protein 326	ZNF326	Hs.306221	188	AA701126,  NM_182976	284695	pT3T7-Pac	1253	25	9	10		
14050	cDNA_clone	IMAGE:279333	Transcribed locus	N/A	Hs.462415	188	N48868,  BQ024722	N/A	pT3T7-Pac	1275	25	10	10		
14051	cDNA_clone	IMAGE:289734	H2A histone family, member J	H2AFJ	Hs.524280	188	N79868,  NM_018267	55766	pT3T7-Pac	931	25	11	10		
14052	cDNA_clone	IMAGE:127487	N/A	N/A	N/A	188		N/A	pT3T7-Pac	1077	25	12	10		IMAGE:127487
14053	cDNA_clone	IMAGE:428136	N/A	N/A	N/A	188	AA002006	N/A	pT3T7-Pac	1117	25	13	10		
14054	cDNA_clone	IMAGE:121136	Chromosome 8 open reading frame 13	C8orf13	Hs.124299	188	T97031,  NM_053279	83648	pT3T7-Pac	931	25	14	10		
14055	cDNA_clone	IMAGE:782758	C-type lectin domain family 4, member M	CD209L	Hs.421437	188	AA448145,  NM_214677	10332	pT3T7-Pac	1000	25	15	10		
14056	cDNA_clone	IMAGE:430268	Fumarylacetoacetate hydrolase (fumarylacetoacetase)	FAH	Hs.73875	188	AA010558,  NM_000137	2184	pT3T7-Pac	1041	25	16	10		
14057	cDNA_clone	IMAGE:811149	Chromosome 9 open reading frame 3	C9orf3	Hs.434253	188	AA486465,  NM_032823	84909	pT3T7-Pac	931	25	17	10		
14058	cDNA_clone	IMAGE:325002	Chromosome 18 open reading frame 25	C18orf25	Hs.116486	188	W49490,  NM_145055	147339	pT3T7-Pac	1145	25	18	10		
14059	cDNA_clone	IMAGE:754355	Sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A	SEMA5A	Hs.321637	188	AA436278,  NM_003966	9037	pT7T3D	1000	25	19	10		
14060	cDNA_clone	IMAGE:204214	CDC6 cell division cycle 6 homolog (S. cerevisiae)	CDC6	Hs.405958	188	H59203,  NM_001254	990	pT3T7-Pac	2000	25	20	10		
14061	cDNA_clone	IMAGE:364329	CREB binding protein (Rubinstein-Taybi syndrome)	CREBBP	Hs.459759	188	AA022480,  NM_004380	1387	pT3T7-Pac	820	25	21	10		
14062	cDNA_clone	IMAGE:33854	Family with sequence similarity 5, member C	DBCCR1L	Hs.65765	188	R20022,  NM_199051	339479	LafmBA	1817	25	22	10		
14063	cDNA_clone	IMAGE:1031907	Chromosome 10 open reading frame 79	C10orf79	Hs.288927	188	AA609744,  NM_025145	80217	pT3T7-Pac	1129	25	23	10		
14064	cDNA_clone	IMAGE:1031942	Ribonuclease, RNase A family, 11 (non-active)	RNASE11	Hs.112761	188	AA609760,  NM_145250	122651	pT3T7-Pac	1383	25	24	10		
14065	cDNA_clone	IMAGE:462692	N/A	N/A	N/A	188		N/A	pT3T7-Pac	968	25	1	11		IMAGE:462692
14066	cDNA_clone	IMAGE:34281	Zic family member 1 (odd-paired homolog, Drosophila)	ZIC1	Hs.7177	188	R44258,  NM_003412	7545	LafmBA	2000	25	2	11		
14067	cDNA_clone	IMAGE:37392	RALBP1 associated Eps domain containing 1	REPS1	Hs.334603	188	R51073,  NM_031922	85021	LafmBA	1310	25	3	11		
14068	cDNA_clone	IMAGE:38450	Membrane-bound transcription factor peptidase, site 2	MBTPS2	Hs.443490	188	R35848,  NM_015884	51360; 203411	LafmBA	1906	25	4	11		
14069	cDNA_clone	IMAGE:812159	TBC1 domain family, member 22B	TBC1D22B	Hs.485270	188	AA455390,  NM_017772	55633	pT3T7-Pac	1041	25	5	11		
14070	cDNA_clone	IMAGE:134202	Phosphatidylinositol binding clathrin assembly protein	PICALM	Hs.163893	188	R31954,  NM_007166	8301	pT3T7-Pac	820	25	6	11		
14071	cDNA_clone	IMAGE:810090	Slit homolog 2 (Drosophila)	SLIT2	Hs.29802	188	AA464956,  NM_004787	9353	pT3T7-Pac	1842	25	7	11		
14072	cDNA_clone	IMAGE:33838	Transcribed locus	N/A	Hs.174806	188	R19841,  BX109536	N/A	LafmBA	1500	25	8	11		
14073	cDNA_clone	IMAGE:262044	Transcribed locus	N/A	Hs.171689	188	H98687,  BM466088	N/A	pT3T7-Pac	1697	25	9	11		
14074	cDNA_clone	IMAGE:729509	Von Hippel-Lindau binding protein 1	VBP1	Hs.436803	188	AA478108,  NM_003372	7411	pT3T7-Pac	1697	25	10	11		
14075	cDNA_clone	IMAGE:77262	N/A	N/A	N/A	188		N/A	NO DATA FOR THIS CLONE IN UNIGENE BUILD 106.		25	11	11		IMAGE:77262
14076	cDNA_clone	IMAGE:287211	Collagen, type XI, alpha 1	COL11A1	Hs.523446	188	N66967,  NM_080629	1301	pBluescriptSK-	478	25	12	11		
